,character,line
495,ELENA, I... I'm sorry for barging in. The door was... Open.
496,DAMON," You must be Elena. I'm Damon, Stefan's brother."
497,ELENA, He didn't tell me he had a brother.
498,DAMON," Well, Stefan's not one to brag. Please, come. I'm sure Stefan will be along any second."
499,ELENA, Wow. This is your living room?
500,DAMON," Living room, parlor, Sotheby's auction. It's a little kitschy for my taste. I see why my brother's so smitten. It's about time. For a while there, I never thought he'd get over the last one. Nearly destroyed him."
501,ELENA, The last one?
502,DAMON," Yeah. Katherine, his girlfriend? Oh, you two haven't had the awkward exes conversation yet."
503,ELENA, Nope.
504,DAMON," Oops. Well, I'm sure it'll come up now. Or maybe he didn't want to tell you because he didn't want you to think he was on the rebound. We all know how those relationships end. "
505,ELENA, You say it like every relationship is doomed to end.
506,DAMON," I'm a fatalist. Hello, Stefan."
507,STEFAN, Elena. I didn't know you were coming over.
508,ELENA," I know. I should have called, I just... "
509,DAMON," Oh, don't be silly. You're welcome any time. Isn't she, Stefan? You know, I should break out the family photo albums or some home movies. But... I have to warn you. He wasn't always such a looker."
510,STEFAN," Thank you for stopping by, Elena. Nice to see you."
511,ELENA," Yeah, I should probably go. It was nice to meet you, Damon."
512,DAMON," Great meeting you, too, Elena."
513,ELENA, Stefan? Stefan?
514,DAMON," Great gal. Whoo. She's got spunk. You, on the other hand, look pooped. Did you over-exert yourself today? Let me guess... hospital."
515,STEFAN, Someone had to clean up your mess.
516,DAMON," Well, were you successful? Did the powers of persuasion work? Remember, if you don't feed properly, none of those little tricks work right."
517,STEFAN, How long was Elena here?
518,DAMON," Were you worried, Stefan? Scared we may be doomed to repeat the past? Isn't that why you play your little game, ""I'm a high school human""?"
519,STEFAN, I'm not playing any game.
520,DAMON, Of course you are. We both know the closest you'll ever get to humanity is when you rip it open and feed on it.
521,STEFAN, What kind of game are you playing... Damon?
522,DAMON," Guess you'll just have to wait and see, won't you?"
523,ELENA, He's on the rebound and has raging family issues.
524,JENNA," Well, at least it's an ex-girlfriend. Wait till you date a guy with mommy issues or cheating issues. Or amphetamine issues. Jeremy? Jeremy, where were you?"
525,JEREMY," More stoner stories? Look, Jenna, I get it, you were cool. And so that's... that's cool."
526,JENNA," Oh, no, no, no!"
527,JEREMY, Ow! Why? Why... why did you do that? 
528,JENNA, Listen up! Quit ditching class or you're grounded. No discussion.
529,JEREMY," Parental authority, I like it. Sleep tight."
530,VICKI, Matt. Mattie?
531,BONNIE," Tonight, night of the comet. "
532,ELENA, Would you like a program? 
533,BONNIE," He didn't call, huh?"
534,ELENA, Or text. But I realized we never even exchanged that stuff. We've never gotten to the texting part.
535,BONNIE, That's an important milestone in any relationship.
536,ELENA," Isn't it? The timing is wrong, anyway."
537,BONNIE, When is it ever right?
538,ELENA," I'm not ready, Bonnie."
539,BONNIE, Who is?
540,ELENA, At least I put myself out there.
541,BONNIE, Is that what you're calling it?
542,ELENA, What do you mean?
543,BONNIE, All I'm hearing is reasons why you can't.
544,ZACH, What is Damon doing here? Why did he come home?
545,STEFAN, 'Cause I came home. He wants to make my life miserable. That's how he enjoys his.
546,ZACH," Well, he's putting us all at risk. This girl in the hospital could talk."
547,STEFAN, She won't. I took care of her.
548,ZACH, You're sure?
549,STEFAN," I'm not sure, Zach. I don't know how well it worked. I'm not as strong as Damon."
550,ZACH, So what happens if it doesn't work?
551,STEFAN, I don't know. I'll deal with it.
552,ZACH," Is she worth it? Uncle Stefan, this girl you came back for."
553,JEREMY," Vicki, what are you doing here?"
554,VICKI, Fighting with Robert about my schedule. You'd think getting ripped up by a rabid animal would merit an extra sick day. 
555,JEREMY, Are you feeling ok?
556,VICKI, I hurt.
557,JEREMY," Well, the doctor gave you something, right?"
558,VICKI," The kid stuff. Nothing with an ""o"" in it. I think they were onto me."
559,JEREMY," Here. Knock yourself out, literally."
560,VICKI," Thanks, Jer."
561,JEREMY," So you gonna, uh, watch the comet later?"
562,VICKI, I hadn't really thought about it. But I could be talked into it. I'll meet you out there in a few.
563,TYLER," Hey, Vick. How you feeling?"
564,VICKI, Like you care.
565,TYLER," What are you lookin' at, Gilbert?"
566,CAROLINE," Hey, I got some candles."
567,ELENA, Hi. Hey.
568,MATT, Hey.
569,ELENA, Thank you.
570,MATT, You're welcome.
571,STEFAN, Thank you.
572,STEFAN, Hi.
573,ELENA, Hi.
574,STEFAN," You know, that comet... it's been traveling across space for thousands of years. All alone."
575,ELENA," Yeah, Bonnie says it's a harbinger of evil."
576,STEFAN," I think it's just a ball of... snow and ice, trapped on a path that it can't escape. And once every 145 years, it gets to come home. I'm sorry about yesterday. I wasn't myself."
577,ELENA, You seem to spend a lot of time apologizing.
578,STEFAN," Well, I have a lot to apologize for. Yesterday, that wasn't about you, ok?"
579,ELENA, You didn't tell me that you had a brother.
580,STEFAN," We're not close. It's, uh... it's complicated."
581,ELENA," Always. He told me about your ex, Katherine."
582,STEFAN, What did he say?
583,ELENA, That she broke your heart.
584,STEFAN, That was a long time ago.
585,ELENA," When you lose someone, it stays with you, always reminding you of how easy it is to get hurt."
586,STEFAN, Elena...
587,ELENA," It's ok, Stefan. I get it. You have no idea how much I get it. Complicated brother? Check. Complicated ex? Check. Too complicated to even contemplate dating, double check. It's ok. We met, and we talked, and it was epic, but... then the sun came up and reality set in so..."
588,VICKI, I know you.
589,DAMON," Well, that's unfortunate."
590,VICKI," Um... I don't... I don't know how, but... your face. Excuse me. Sorry."
591,JEREMY," Hey, has anyone seen Vickie?"
592,TYLER, You're her stalker. You tell us.
593,JEREMY, I can't find her.
594,TYLER," She probably found somebody else to party with. Sorry, pill pusher, I guess you've been replaced."
595,ELENA, What's with the pill pusher?
596,TYLER, Ask him. 
597,JEREMY, You wanna do this right now?
598,ELENA, Are you dealing?
599,TYLER, She's never gonna go for you.
600,JEREMY, She already did. Over and over and over again.
601,TYLER," Yeah, right."
602,CAROLINE," You slept with Vickie Donovan? I mean, Vickie Donovan slept with you?"
603,TYLER, There's no way.
604,JEREMY, And I didn't even have to force her into it.
605,MATT," What the hell is he talking about, Todd?"
606,TYLER," Nothing, man, just ignore him, he's a punk."
607,MATT," You know what, how about all of you shut up and help me find my sister?"
608,BONNIE, We'll check the back.
609,MATT, I'll check the square.
610,JEREMY, I'll come with you.
611,ELENA," Oh, no, no, no. You are coming with me. So that's your game now, dealing?"
612,JEREMY, I'm not dealing.
613,ELENA," Look, I'm sick of the tough love speech, Jer. It's really having no impact."
614,JEREMY," You and Jenna, between the two of you..."
615,ELENA, We can stop if you want. Send you to a therapist where you'll be forced to deal with it or to rehab where you'll sit in group and tell some stranger how you let your life fall apart. Or you could talk to me.
616,JEREMY, I vote for none of the above.
617,MATT, Hey.
618,STEFAN, Hey.
619,MATT, Have you seen my sister?
620,STEFAN," No, sorry. "
621,MATT, I can't find her. She's missing.
622,STEFAN, I'll keep an eye out for her.
623,MATT, Hey. I saw you at the hospital yesterday.
624,STEFAN, Did you?
625,MATT, What were you doing there?
626,STEFAN, Visiting.
627,MATT," Visiting? You know, Elena and I, we've known each other for a long time. We might not be together right now, but I look out for her. And I'll always look out for her."
628,DAMON, You really have to stop screaming.
629,VICKI," No, please, stop. Don't... Shh. I got you."
630,STEFAN, Excuse me.
631,VICKI, No! No!
632,DAMON, I gotta do it. I'm not gonna drop you. Not bad. Have you been eating bunnies?
633,STEFAN, Let her go.
634,DAMON, Shh. really? Ok.
635,VICKI," No! No, no, no!"
636,DAMON, Uhh! Relax.
637,VICKI, What's happening?
638,DAMON," I don't need her to be dead, but... you might. What attacked you the other night?"
639,VICKI, I don't know. An animal.
640,DAMON, Are you sure about that? Think. Think about it. Think really hard. What attacked you?
641,VICKI, A vampire.
642,DAMON, Who did this to you?
643,VICKI, You did!
644,DAMON, Wrong!
645,STEFAN, Don't.
646,DAMON, It was Stefan. 
647,STEFAN, Don't.
648,DAMON, Come here. Stefan Salvatore did this to you.
649,VICKI, Stefan Salvatore did this to me.
650,DAMON," He's a vampire. A vicious, m*rder monster."
651,STEFAN," Please, Damon. Please don't do this."
652,DAMON," If you couldn't fix it before, I don't know what you can do now."
653,VICKI, Aah! 
654,DAMON," Uhh! Your choice of lifestyle has made you weak. A couple of vampire parlor tricks is nothing compared to the power that you cod have, that you now need. But you can change that. Human bl*od gives you that."
655,VICKI, No!
656,DAMON," You have two choices. You can feed and make her forget. Or you can let her run, screaming ""vampire"" through the town square."
657,STEFAN, That's what this is about? You want to expose me?
658,DAMON, No! I want you to remember who you are!
659,STEFAN," Why? So what, so I'll feed? So I'll k*ll? So I'll remember what it's like to be brothers again? You know what, let her go. Let her tell everyone that vampires have returned to Mystic Falls. Let them chain me up, and let them drive a stake through my heart, because at least I'll be free of you."
660,DAMON," Huh. Huh. Wow. Come here, sweetheart."
661,VICKI, No!
662,DAMON, It's ok.
663,VICKI," What happened? Where am I? Oh, I ripped my stitches open. Ah..."
664,STEFAN, You ok?
665,VICKI," I took some pills, man. I'm good."
666,DAMON," It's good to be home. Think I might stay a while. This town could use a bit of a wake-up call, don't you think?"
667,STEFAN," What are you up to, Damon?"
668,DAMON, That's for me to know and for you to... dot dot dot. Give Elena my best.
669,MATT, She said you found her wandering around.
670,STEFAN, Yeah.
671,MATT," So, um, thanks."
672,CAROLINE," Uhh, it's just so much drama. Ever notice how the druggies are the biggest attention whores?"
673,BONNIE, Yeah.
674,STEFAN, Excuse me. hi.
675,BONNIE, Hi. 
676,STEFAN," Um, have you guys seen Elena?"
677,BONNIE," I think she went home. I'm gonna give you Elena's cell number and her email. She is big on texting, and you can tell her... ""I said so""."
678,STEFAN, Thank you.
679,STEFAN, You ok?
680,BONNIE, What happened to you? That's so rude. I'm sorry. Excuse me.
681,CAROLINE," Yeah, she kind of wigs out. It's like her thing."
682,ELENA, Jer?
683,JENNA," No, it's me, the hypocrite patrol."
684,ELENA, What are you doing?
685,JENNA, I've become my worst nightmare. The authority figure who has to violate a 15-year-old's privacy. Jackpot. I see the hiding places ven't gotten any more creative.
686,ELENA, What brought this on?
687,JENNA, Your ass-hat of a history teacher shamed me good yesterday.
688,ELENA, You got tannered. Been there.
689,JENNA," ""Discover the impossible, Ms. Summers."" Got it. Thanks. Like I didn't know I was screwing up."
690,ELENA," You're not screwing up, aunt Jenna."
691,JENNA," Yes, I am. You know why? Because I'm not her. She made everything look so easy. You know, high school, marriage, having you. I can't do it. I'm gonna say or do the wrong thing, and he's gonna get worse, and it's gonna be my fault. It's impossible."
692,ELENA," This is just the fear talking. You're a little scared, that's all. We all are. I have to go do something. But are you going to be ok?"
693,CAROLINE, Oh... whoo.
694,DAMON, Sorry. Didn't mean to scare you.
695,CAROLINE," No, it's fine. Um... I was hoping I'd see you again."
696,DAMON, I know.
697,CAROLINE, Cocky much?
698,DAMON, Very much.
699,STEFAN, Hi.
700,ELENA, Hey.
701,STEFAN, Would you like to come in?
702,ELENA, The comet's actually this way. Sorry for barging in. Especially after earlier.
